Team1 Name,Team1 Runs Scored,Team1 Wickets Fell,Team2 Name,Team2 Runs Scored,Team2 Wickets Fell,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Toss Winner,Match Winner,Toss Winner Choice_bat,Toss Winner Choice_bowl,Toss Winner Choice_match called off
65,0.44551282051282054,0.8,89,0.5254901960784313,0.9,143,41,57,65,62,True,False,False
65,0.5384615384615384,0.4,89,0.5647058823529412,0.8,143,41,57,65,62,True,False,False
70,0.5096153846153846,0.8,65,0.4235294117647059,0.9,42,54,61,65,67,False,True,False
70,0.483974358974359,0.5,65,0.5568627450980392,0.5,42,54,61,70,67,True,False,False
26,0.6410256410256411,0.6000000000000001,86,0.4823529411764706,0.30000000000000004,128,82,55,86,26,False,True,False
86,0.766025641025641,0.6000000000000001,26,0.6000000000000001,0.8,184,35,55,86,82,True,False,False
89,0.6826923076923077,0.5,41,0.7137254901960783,0.9,207,118,26,41,84,False,True,False
89,0.6538461538461539,0.7000000000000001,41,0.8117647058823529,0.4,140,36,26,89,40,True,False,False
49,0.41025641025641024,1.0,64,0.5058823529411764,0.30000000000000004,166,1,61,64,61,False,True,False
0,0.38141025641025644,0.9,43,0.47058823529411764,0.5,133,41,57,0,42,True,False,False
80,0.34294871794871795,0.9,49,0.41568627450980394,0.0,67,119,32,49,48,False,True,False
16,0.5576923076923077,0.30000000000000004,43,0.6588235294117648,0.8,170,41,57,43,16,False,True,False
6,0.24358974358974358,1.0,65,0.29411764705882354,0.0,160,73,41,6,62,True,False,False
16,0.4423076923076923,0.6000000000000001,0,0.5450980392156863,0.5,170,41,57,16,0,True,False,False
80,0.38782051282051283,1.0,49,0.47843137254901963,0.0,67,119,32,49,48,False,True,False
2,0.40064102564102566,1.0,70,0.4745098039215686,0.9,118,111,1,2,2,True,False,False
0,0.4391025641025641,0.8,43,0.47843137254901963,1.0,42,54,61,43,0,False,True,False
16,0.44871794871794873,0.7000000000000001,64,0.5568627450980392,0.4,42,54,61,16,61,True,False,False
0,0.4134615384615385,0.7000000000000001,80,0.44313725490196076,0.9,166,1,61,80,0,False,True,False
16,0.4358974358974359,0.9,49,0.5372549019607844,0.1,42,54,61,49,48,False,True,False
0,0.40384615384615385,0.9,64,0.5019607843137255,0.6000000000000001,42,54,61,64,61,False,True,False
43,0.4775641025641026,0.6000000000000001,64,0.3215686274509804,1.0,42,54,61,43,42,True,False,False
43,0.44871794871794873,0.8,0,0.5607843137254902,0.2,42,54,61,43,0,True,False,False
70,0.40705128205128205,0.8,26,0.4941176470588235,0.30000000000000004,42,54,61,70,26,True,False,False
26,0.46794871794871795,0.6000000000000001,70,0.5686274509803921,0.6000000000000001,42,54,61,70,67,False,True,False
2,0.5673076923076923,0.8,100,0.5372549019607844,0.8,20,76,1,2,2,True,False,False
101,0.4358974358974359,0.7000000000000001,2,0.5411764705882354,0.2,186,151,1,101,2,True,False,False
65,0.3717948717948718,1.0,2,0.45098039215686275,0.4,213,164,41,65,2,True,False,False
102,0.3301282051282051,1.0,100,0.29411764705882354,0.7000000000000001,141,130,64,103,98,True,False,False
89,0.42628205128205127,0.6000000000000001,65,0.5294117647058822,0.8,138,133,64,89,62,True,False,False
101,0.4358974358974359,0.9,43,0.25098039215686274,1.0,138,133,64,101,96,True,False,False
0,0.36217948717948717,0.8,41,0.4392156862745098,0.30000000000000004,18,69,64,41,40,False,True,False
70,0.5448717948717948,0.30000000000000004,6,0.5764705882352941,0.7000000000000001,18,69,64,70,67,True,False,False
40,0.5897435897435898,0.5,86,0.6588235294117648,0.5,18,69,64,86,40,False,True,False
2,0.6057692307692307,1.0,70,0.6000000000000001,1.0,18,69,64,2,2,True,False,False
89,0.5480769230769231,0.7000000000000001,102,0.09803921568627451,0.1,138,133,64,89,84,True,False,False
26,0.6057692307692307,0.5,100,0.2196078431372549,0.2,138,133,64,101,96,False,True,False
102,0.26282051282051283,1.0,65,0.12549019607843137,0.1,138,133,64,65,62,False,True,False
26,0.3782051282051282,0.8,43,0.0392156862745098,0.1,138,133,64,43,99,False,True,False
2,0.44551282051282054,0.7000000000000001,6,0.4313725490196078,1.0,87,23,64,2,2,True,False,False
86,0.4391025641025641,0.7000000000000001,0,0.2980392156862745,1.0,87,23,64,0,82,False,True,False
70,0.46474358974358976,0.9,26,0.5764705882352941,0.4,87,23,64,26,26,False,True,False
86,0.5384615384615384,0.4,65,0.6000000000000001,0.7000000000000001,87,23,64,86,82,True,False,False
2,0.5833333333333334,0.5,41,0.5137254901960784,1.0,87,23,64,41,2,False,True,False
89,0.6185897435897436,0.30000000000000004,100,0.5254901960784313,0.8,87,23,64,89,84,True,False,False
65,0.4198717948717949,0.7000000000000001,70,0.5019607843137255,0.7000000000000001,87,23,64,70,62,False,True,False
26,0.532051282051282,0.7000000000000001,86,0.49019607843137253,1.0,87,23,64,26,26,True,False,False
101,0.5352564102564102,0.6000000000000001,41,0.5921568627450979,0.9,87,23,64,41,96,False,True,False
2,0.532051282051282,0.5,89,0.3254901960784314,1.0,87,23,64,2,2,True,False,False
70,0.46794871794871795,0.7000000000000001,86,0.5215686274509803,0.7000000000000001,18,69,64,70,67,True,False,False
65,0.47115384615384615,0.6000000000000001,26,0.584313725490196,0.7000000000000001,18,69,64,65,26,True,False,False
40,0.5160256410256411,0.5,89,0.6392156862745098,0.5,18,69,64,41,84,True,False,False
101,0.3301282051282051,1.0,2,0.4117647058823529,0.4,18,69,64,101,2,True,False,False
89,0.40384615384615385,0.6000000000000001,26,0.5019607843137255,0.30000000000000004,18,69,64,89,26,True,False,False
70,0.6057692307692307,0.6000000000000001,2,0.7568627450980392,0.7000000000000001,18,69,64,2,2,False,True,False
2,0.46474358974358976,0.6000000000000001,26,0.5647058823529412,0.30000000000000004,87,23,64,26,26,False,True,False
86,0.4294871794871795,0.7000000000000001,100,0.4666666666666667,1.0,171,123,64,101,82,False,True,False
86,0.3782051282051282,0.7000000000000001,100,0.45098039215686275,0.7000000000000001,171,123,64,101,82,False,True,False
65,0.3782051282051282,0.7000000000000001,89,0.34509803921568627,1.0,31,101,62,65,62,True,False,False
65,0.2532051282051282,1.0,89,0.30588235294117644,0.30000000000000004,31,101,62,65,84,True,False,False
102,0.3493589743589744,0.9,41,0.4235294117647059,0.4,70,75,65,41,40,False,True,False
102,0.4423076923076923,0.5,41,0.5490196078431373,0.30000000000000004,70,75,65,41,40,False,True,False
70,0.5288461538461539,0.8,2,0.5490196078431373,1.0,45,19,15,70,67,True,False,False
70,0.5128205128205128,0.9,2,0.5764705882352941,1.0,45,19,15,70,67,True,False,False
70,0.39743589743589747,0.4,26,0.49019607843137253,0.5,175,31,15,26,26,False,True,False
70,0.27884615384615385,1.0,26,0.3372549019607843,0.4,175,31,15,70,26,True,False,False
102,0.532051282051282,0.4,86,0.6470588235294117,0.30000000000000004,131,21,55,103,82,True,False,False
86,0.6153846153846154,0.6000000000000001,102,0.7137254901960783,0.7000000000000001,39,91,55,86,82,True,False,False
70,0.375,1.0,86,0.4549019607843137,0.4,166,1,61,70,82,True,False,False
70,0.3782051282051282,0.9,86,0.4745098039215686,0.4,166,1,61,70,82,True,False,False
2,0.4198717948717949,0.8,89,0.5137254901960784,0.30000000000000004,212,126,1,2,84,True,False,False
70,0.4519230769230769,0.9,65,0.5568627450980392,0.5,44,10,41,65,62,False,True,False
65,0.5865384615384616,0.7000000000000001,70,0.5568627450980392,0.9,160,73,41,70,62,False,True,False
70,0.5801282051282052,0.6000000000000001,65,0.2980392156862745,1.0,0,40,41,70,67,True,False,False
40,0.532051282051282,0.6000000000000001,86,0.5607843137254902,0.9,122,57,55,41,40,True,False,False
2,0.4967948717948718,0.4,26,0.603921568627451,0.9,4,3,1,2,26,True,False,False
2,0.46474358974358976,0.7000000000000001,26,0.5450980392156863,0.6000000000000001,118,111,1,2,2,True,False,False
101,0.47435897435897434,0.7000000000000001,70,0.5450980392156863,0.9,18,69,64,101,96,True,False,False
40,0.5032051282051282,0.6000000000000001,100,0.5450980392156863,0.5,141,130,64,101,40,False,True,False
26,0.4294871794871795,0.9,89,0.5215686274509803,0.1,36,25,15,89,84,False,True,False
89,0.6282051282051282,0.30000000000000004,2,0.6235294117647059,0.8,134,84,57,2,84,False,True,False
89,0.4967948717948718,0.9,2,0.5686274509803921,0.9,134,84,57,89,84,True,False,False
40,0.5224358974358975,1.0,26,0.6470588235294117,0.4,132,109,15,41,26,True,False,False
70,0.6282051282051282,0.4,102,0.42745098039215684,1.0,70,75,65,103,67,False,True,False
70,0.44551282051282054,0.7000000000000001,102,0.5176470588235293,0.7000000000000001,70,75,65,70,67,True,False,False
101,0.3942307692307692,1.0,26,0.48627450980392156,0.0,86,105,15,26,26,False,True,False
101,0.3557692307692308,0.5,26,0.32941176470588235,1.0,86,105,15,26,96,False,True,False
89,0.5096153846153846,0.4,2,0.45098039215686275,0.30000000000000004,118,111,1,2,84,False,True,False
101,0.4166666666666667,0.8,6,0.5137254901960784,0.7000000000000001,168,51,3,6,6,False,True,False
86,0.46153846153846156,0.7000000000000001,2,0.5607843137254902,0.5,129,30,55,86,2,True,False,False
102,0.38782051282051283,0.8,65,0.4823529411764706,0.0,70,75,65,65,62,False,True,False
2,0.46474358974358976,0.8,86,0.5647058823529412,0.7000000000000001,128,82,55,2,82,True,False,False
65,0.592948717948718,0.30000000000000004,102,0.588235294117647,1.0,70,75,65,103,62,False,True,False
40,0.3782051282051282,0.9,26,0.4588235294117647,0.4,43,96,26,41,26,True,False,False
89,0.44551282051282054,1.0,70,0.5411764705882354,0.5,166,1,61,89,67,True,False,False
70,0.42628205128205127,0.7000000000000001,6,0.3176470588235294,0.9,168,51,3,70,67,True,False,False
2,0.5416666666666666,0.4,41,0.5333333333333334,0.6000000000000001,182,151,1,41,2,False,True,False
2,0.4134615384615385,1.0,41,0.5137254901960784,0.2,118,111,1,2,40,True,False,False
102,0.5032051282051282,0.8,65,0.611764705882353,0.30000000000000004,44,10,41,103,62,True,False,False
102,0.6346153846153846,0.2,65,0.776470588235294,0.5,160,73,41,103,62,True,False,False
86,0.46474358974358976,0.6000000000000001,65,0.5647058823529412,0.4,213,164,41,65,62,False,True,False
40,0.49038461538461536,0.30000000000000004,89,0.4392156862745098,1.0,134,84,57,89,40,False,True,False
65,0.5480769230769231,0.4,86,0.6666666666666667,0.2,160,73,41,86,82,False,True,False
86,0.5224358974358975,0.7000000000000001,65,0.6196078431372549,0.7000000000000001,44,10,41,65,82,False,True,False
49,0.33653846153846156,1.0,43,0.4117647058823529,0.4,121,113,32,43,42,False,True,False
49,0.4134615384615385,0.7000000000000001,43,0.5019607843137255,0.2,121,113,32,49,42,True,False,False
70,0.4551282051282051,0.6000000000000001,26,0.5176470588235293,0.6000000000000001,42,54,61,26,67,False,True,False
43,0.33653846153846156,0.9,49,0.396078431372549,0.7000000000000001,121,113,32,43,42,True,False,False
26,0.47435897435897434,0.7000000000000001,70,0.4235294117647059,1.0,42,54,61,26,26,True,False,False
26,0.40705128205128205,0.6000000000000001,70,0.47058823529411764,0.6000000000000001,166,1,61,26,26,True,False,False
26,0.6794871794871795,0.7000000000000001,65,0.6666666666666667,0.9,44,10,41,65,26,False,True,False
64,0.42628205128205127,0.6000000000000001,16,0.34901960784313724,1.0,42,54,61,64,61,True,False,False
80,0.5641025641025641,0.7000000000000001,49,0.6274509803921569,1.0,78,54,61,80,77,True,False,False
49,0.22115384615384615,1.0,43,0.26666666666666666,0.0,42,54,61,49,42,True,False,False
64,0.47115384615384615,0.6000000000000001,0,0.5725490196078431,0.6000000000000001,42,54,61,64,0,True,False,False
0,0.5512820512820513,0.8,16,0.5058823529411764,0.9,78,54,61,0,0,True,False,False
43,0.5032051282051282,0.5,80,0.5411764705882354,0.7000000000000001,42,54,61,43,42,True,False,False
16,0.33333333333333337,0.8,43,0.4117647058823529,0.0,42,54,61,16,42,True,False,False
80,0.5256410256410257,0.6000000000000001,64,0.6470588235294117,0.7000000000000001,78,54,61,80,61,True,False,False
64,0.358974358974359,0.7000000000000001,43,0.43529411764705883,0.30000000000000004,42,54,61,43,42,False,True,False
16,0.42628205128205127,0.8,80,0.5176470588235293,0.6000000000000001,42,54,61,16,77,True,False,False
0,0.4807692307692308,0.7000000000000001,43,0.5960784313725491,0.5,42,54,61,0,42,True,False,False
101,0.47435897435897434,0.7000000000000001,2,0.584313725490196,0.2,18,69,64,101,2,True,False,False
86,0.6955128205128205,0.4,41,0.2627450980392157,0.0,128,82,55,41,82,False,True,False
101,0.5064102564102564,1.0,2,0.5568627450980392,0.9,87,23,64,101,96,True,False,False
89,0.4166666666666667,0.7000000000000001,70,0.3568627450980392,1.0,107,72,57,89,84,True,False,False
70,0.38461538461538464,0.6000000000000001,89,0.37254901960784315,1.0,107,72,57,70,67,True,False,False
101,0.5448717948717948,0.4,26,0.6627450980392158,0.30000000000000004,196,124,15,101,26,True,False,False
101,0.6634615384615384,0.2,65,0.584313725490196,0.8,31,101,62,65,96,False,True,False
101,0.5608974358974359,0.5,65,0.4392156862745098,1.0,31,101,62,101,96,True,False,False
6,0.6025641025641025,0.5,43,0.45098039215686275,0.8,32,15,28,43,6,False,True,False
6,0.46153846153846156,0.6000000000000001,43,0.5529411764705883,0.6000000000000001,32,15,28,6,6,True,False,False
43,0.4423076923076923,0.8,6,0.5372549019607844,0.8,32,15,28,43,6,True,False,False
80,0.5128205128205128,0.7000000000000001,6,0.48627450980392156,1.0,178,156,40,80,77,True,False,False
64,0.4551282051282051,0.7000000000000001,6,0.5529411764705883,0.2,178,156,40,64,6,True,False,False
6,0.40384615384615385,1.0,64,0.49803921568627446,0.9,178,156,40,6,61,True,False,False
2,0.27884615384615385,1.0,70,0.3372549019607843,0.30000000000000004,42,54,61,70,67,False,True,False
70,0.4775641025641026,0.4,2,0.5764705882352941,0.8,42,54,61,70,99,True,False,False
26,0.3717948717948718,0.7000000000000001,86,0.45098039215686275,0.30000000000000004,149,39,15,86,82,False,True,False
2,0.532051282051282,0.7000000000000001,70,0.2745098039215686,1.0,42,54,61,70,2,False,True,False
86,0.24038461538461536,0.5,26,0.09803921568627451,0.2,132,109,15,26,99,False,True,False
65,0.5288461538461539,0.5,41,0.6352941176470588,0.4,105,38,26,41,62,False,True,False
26,0.3717948717948718,0.5,86,0.3372549019607843,0.5,45,19,15,86,26,False,True,False
89,0.5769230769230769,0.4,102,0.3764705882352941,1.0,107,72,57,103,84,False,True,False
43,0.38782051282051283,0.7000000000000001,2,0.4745098039215686,0.30000000000000004,143,41,57,43,2,True,False,False
40,0.5032051282051282,0.5,0,0.5176470588235293,1.0,143,41,57,0,40,False,True,False
102,0.2916666666666667,0.8,86,0.35294117647058826,0.0,107,72,57,86,82,False,True,False
65,0.6057692307692307,0.30000000000000004,6,0.5019607843137255,0.8,134,84,57,6,62,False,True,False
26,0.6217948717948718,0.5,0,0.2980392156862745,1.0,143,41,57,0,26,False,True,False
86,0.24358974358974358,0.4,89,0.16470588235294117,0.5,107,72,57,89,82,False,True,False
101,0.6057692307692307,0.8,2,0.3764705882352941,0.1,143,41,57,101,2,True,False,False
70,0.5608974358974359,0.6000000000000001,65,0.6274509803921569,0.9,134,84,57,70,67,True,False,False
40,0.5384615384615384,0.4,26,0.2980392156862745,1.0,143,41,57,26,40,False,True,False
43,0.40705128205128205,0.6000000000000001,100,0.4805812132015341,0.6035812672176308,143,41,57,101,99,False,True,False
6,0.5544871794871795,0.6000000000000001,70,0.6823529411764706,0.2,134,84,57,6,67,True,False,False
